concurrency,prompt_size,response_size,successful_requests,failed_requests,avg_latency,avg_ttft,throughput,total_execution_time,error_status_codes
5,1024,128,5,0,3.069604921340942,3.0696348667144777,28.30290707247678,13.8148353099823,{}
6,1024,128,6,0,2.530645489692688,2.5306658347447715,28.677990594975473,13.599279165267944,{}
7,1024,128,7,0,3.374356542314802,3.374382972717285,16.744811471012127,26.515676259994507,{}
8,1024,128,8,0,2.8215253949165344,2.8215487897396088,17.359821957206776,26.325154781341553,{}
9,1024,128,9,0,2.7447016768985324,2.7447235584259033,17.90848137339573,27.473016262054443,{}
10,1024,128,10,0,3.205081009864807,3.205106091499329,22.41569661645754,37.69679856300354,{}
1,2048,128,1,0,3.051539897918701,3.0515520572662354,38.33420547384696,3.0521044731140137,{}
2,2048,128,2,0,4.153472185134888,4.153499960899353,38.841089127939505,5.123440265655518,{}
3,2048,128,3,0,3.6625634034474692,3.662595510482788,40.28708792484042,6.677077293395996,{}
4,2048,128,4,0,3.697313368320465,3.69733327627182,22.668832100148663,16.76310443878174,{}
5,2048,128,5,0,3.6852479457855223,3.6852713108062742,34.517138563823494,14.340702056884766,{}
6,2048,128,6,0,3.6648637851079306,3.664887309074402,26.491765611558446,17.326138496398926,{}
7,2048,128,7,0,3.5833456175667897,3.583367075238909,22.68240850431765,24.46830105781555,{}
8,2048,128,8,0,4.099039673805237,4.099060952663422,27.47678275962851,27.186589002609253,{}
9,2048,128,9,0,3.7648885779910617,3.7649168173472085,27.852969266393302,29.045377254486084,{}
10,2048,128,10,0,4.262012243270874,4.262033939361572,19.75356415376382,48.44695329666138,{}
1,128,2048,1,0,3.9327173233032227,3.9327316284179688,45.00140406657396,3.933210611343384,{}
2,128,2048,2,0,4.790029525756836,4.790050387382507,29.851203550929235,6.364902496337891,{}
3,128,2048,3,0,5.041990280151367,5.042011658350627,56.33547267582503,11.307262897491455,{}
4,128,2048,4,0,2.7153440117836,2.715367317199707,42.724697458071084,7.677058458328247,{}
5,128,2048,5,0,6.797521162033081,6.797548913955689,45.0740085036671,20.410876035690308,{}
6,128,2048,6,0,5.561791857083638,5.561823010444641,54.360520208120114,17.126399755477905,{}
7,128,2048,7,0,5.5577517577580045,5.557782173156738,39.36016009468325,27.794602394104004,{}
8,128,2048,8,0,4.3319641053676605,4.331990212202072,27.07811585172617,38.62898015975952,{}
9,128,2048,9,0,4.295659912957086,4.295686218473646,37.073391608884826,27.566941022872925,{}
10,128,2048,10,0,3.352818465232849,3.352842593193054,17.546334168656664,49.46902251243591,{}
1,4096,64,1,0,2.8224644660949707,2.822496175765991,15.938706843292312,2.8233156204223633,{}
2,4096,64,2,0,5.5205347537994385,5.520586848258972,16.511392933854623,6.177552700042725,{}
3,4096,64,3,0,3.093851407368978,3.093875249226888,23.12993802152256,6.26893162727356,{}
4,4096,64,4,0,3.091701030731201,3.09172785282135,24.402433098703124,6.884559392929077,{}
5,4096,64,5,0,2.9696185111999513,2.969639205932617,19.55004931006904,13.810706853866577,{}
6,4096,64,6,0,3.9960764249165854,3.996102809906006,19.473493679432938,16.89475989341736,{}
7,4096,64,7,0,3.4969207559313094,3.496946232659476,13.233716814064358,26.447596311569214,{}
8,4096,64,8,0,3.1044989228248596,3.104525238275528,16.478278174129485,23.970951080322266,{}
