concurrency,prompt_size,response_size,successful_requests,failed_requests,avg_latency,avg_ttft,throughput,total_execution_time,error_status_codes
2,1024,4096,2,0,2.5557011365890503,2.555716872215271,23.926389837261326,2.9256398677825928,{}
3,1024,4096,3,0,2.7377134958902993,2.7377317746480307,24.256093693284786,5.441931486129761,{}
4,1024,4096,4,0,1.9729379415512085,1.972958743572235,14.658748957453449,5.730366230010986,{}
5,1024,4096,5,0,2.6622334480285645,2.6622628688812258,27.16622243468417,7.987860679626465,{}
6,1024,4096,6,0,2.1666008631388345,2.1666256189346313,15.657158344472258,12.26276159286499,{}
7,1024,4096,7,0,3.0117986542837962,3.0118209293910434,13.841942346784924,23.19038701057434,{}
8,1024,4096,8,0,2.2469050884246826,2.246937096118927,9.239441666262893,24.13565754890442,{}
9,1024,4096,9,0,2.1194267802768283,2.119448184967041,10.54224779316498,23.0501127243042,{}
10,1024,4096,10,0,2.186780571937561,2.186807465553284,10.926994696029613,24.526414394378662,{}
1,2048,4096,1,0,2.3650779724121094,2.3650925159454346,15.640548835857395,2.3656458854675293,{}
2,2048,4096,2,0,1.7981345653533936,1.7981473207473755,2.506816444767134,1.9945616722106934,{}
3,2048,4096,3,0,1.847238540649414,1.847254991531372,4.356830051683645,5.279067516326904,{}
4,2048,4096,4,0,1.7159308195114136,1.715945303440094,2.4046612878166354,4.990307807922363,{}
5,2048,4096,5,0,1.8448907852172851,1.8449063777923584,3.6047068430751636,12.206263065338135,{}
6,2048,4096,6,0,1.7247931957244873,1.7248083353042603,2.1652954501343613,11.54576849937439,{}
7,2048,4096,7,0,1.9608024869646346,1.9608194146837508,6.2592848828160115,11.822436809539795,{}
8,2048,4096,8,0,2.015765070915222,2.015781670808792,7.100019337150469,12.676021814346313,{}
9,2048,4096,9,0,1.8312387996249728,1.8312628534105089,4.59868881048083,13.482103824615479,{}
10,2048,4096,10,0,1.9940182447433472,1.994038987159729,4.694017617353511,23.221046209335327,{}
1,4096,4096,1,0,1.797090768814087,1.7971203327178955,1.1124030447505555,1.7979094982147217,{}
2,4096,4096,2,0,2.002031445503235,2.002045750617981,0.0,2.2832250595092773,{}
3,4096,4096,3,0,1.9236890474955242,1.9237078030904133,0.5313232960398044,5.646279811859131,{}
4,4096,4096,4,0,2.035383939743042,2.0353994965553284,3.306220468089647,5.746743202209473,{}
5,4096,4096,5,0,1.988164520263672,1.9881840229034424,2.0510119230266124,12.676669359207153,{}
6,4096,4096,6,0,2.004576007525126,2.0045968691507974,1.8003429911316964,13.330793142318726,{}
7,4096,4096,7,0,2.0829642840794156,2.082982608250209,2.2347681979370377,12.08178997039795,{}
8,4096,4096,8,0,1.9688638150691986,1.9688792824745178,1.0176250985448927,22.601643800735474,{}
9,4096,4096,9,0,1.9387848642137315,1.9387993547651503,0.7423598802150918,24.246999979019165,{}
10,4096,4096,10,0,1.97425274848938,1.9742705583572389,0.5532433021720151,34.34293723106384,{}
1,64,1024,1,0,2.2482497692108154,2.248264789581299,21.34512641579649,2.2487568855285645,{}
2,64,1024,2,0,2.6317602396011353,2.631777763366699,24.372512370933055,3.077237129211426,{}
3,64,1024,3,0,2.1901323000590005,2.190152963002523,19.3169798511997,5.021488904953003,{}
4,64,1024,4,0,2.098227858543396,2.0982768535614014,15.444428362188393,5.89209246635437,{}
5,64,1024,5,0,3.1993598461151125,3.199384832382202,21.50978311734814,13.017332553863525,{}
6,64,1024,6,0,6.332280238469441,6.332323590914409,20.127177414848227,34.03358483314514,{}
7,64,1024,7,0,2.532798801149641,2.5328235966818675,17.145450396850467,14.114531517028809,{}
8,64,1024,8,0,2.5857124030590057,2.585739105939865,24.078401728800074,13.829821586608887,{}
9,64,1024,9,0,1.7802010377248128,1.7802208529578314,5.009387790944161,23.955023050308228,{}
10,64,1024,10,0,1.7957972288131714,1.7958225727081298,5.676748971521217,33.8221755027771,{}
1,4096,64,1,0,1.729339599609375,1.7293524742126465,0.0,1.7298588752746582,{}
2,4096,64,2,0,2.031407117843628,2.0314228534698486,1.295679322530953,2.315387725830078,{}
3,4096,64,3,0,1.9406261444091797,1.940646727879842,0.20588544252933483,4.857069969177246,{}
4,4096,64,4,0,1.999668836593628,1.9996895790100098,1.985204256533275,5.540991544723511,{}
5,4096,64,5,0,1.8849735260009766,1.8849918842315674,0.8676422279867774,12.6780366897583,{}
6,4096,64,6,0,1.9171758095423381,1.917193094889323,0.5572065490006936,12.562666416168213,{}
7,4096,64,7,0,1.8889128821236747,1.8889285155705042,0.6469077260262716,23.187232732772827,{}
8,4096,64,8,0,1.9225051701068878,1.9225245714187622,0.37201206118663493,13.44042444229126,{}
9,4096,64,9,0,1.9900215201907687,1.9900408850775824,0.9479490340605532,23.207998752593994,{}
10,4096,64,10,0,2.0281923532485964,2.028211808204651,0.9929073336570531,23.164296627044678,{}
1,1024,64,1,0,1.3921263217926025,1.392148733139038,3.5903921427300856,1.3926055431365967,{}
2,1024,64,2,0,1.8022770881652832,1.8022918701171875,17.754322608422743,2.3656210899353027,{}
3,1024,64,3,0,2.1229166984558105,2.122938871383667,16.584147444690746,4.401793956756592,{}
4,1024,64,4,0,1.843999981880188,1.8440198302268982,10.919928614464455,6.776601076126099,{}
5,1024,64,5,0,2.3358962059021,2.3359314441680907,13.273146195130067,12.355774402618408,{}
6,1024,64,6,0,1.7789803345998128,1.7790027062098186,6.408837637975996,13.106900930404663,{}
7,1024,64,7,0,2.0315098081316267,2.0315375328063965,14.427390253636716,12.753519296646118,{}
8,1024,64,8,0,2.006165564060211,2.0061914026737213,6.981785146305479,23.34646463394165,{}
9,1024,64,9,0,1.9625958601633708,1.9626225895351834,8.897289127044518,23.715088605880737,{}
10,1024,64,10,0,2.1585017681121825,2.1585317134857176,7.359357574301413,35.465052127838135,{}
1,64,2048,1,0,2.249983549118042,2.2500112056732178,23.10403094212377,2.2506895065307617,{}
2,64,2048,2,0,2.637116551399231,2.637134313583374,24.93919906500372,3.287996530532837,{}
3,64,2048,3,0,1.989873965581258,1.9898935953776042,15.906479410585158,5.280866861343384,{}
4,64,2048,4,0,1.6394432187080383,1.6394606828689575,7.425814877628285,5.521279573440552,{}
5,64,2048,5,0,2.822568893432617,2.8226016044616697,20.34262805723418,12.387779951095581,{}
6,64,2048,6,0,1.7052784363428752,1.7053016424179077,9.997963236538709,11.002240896224976,{}
7,64,2048,7,0,2.989644323076521,2.98966612134661,26.551731640804633,16.646748542785645,{}
8,64,2048,8,0,2.2921046018600464,2.2921306788921356,19.062012220268926,12.118342876434326,{}
9,64,2048,9,0,2.1022688017951117,2.1022973325517444,8.570803117008417,25.201838970184326,{}
10,64,2048,8,2,9.67001935839653,9.670049637556076,31.224413750300663,47.62299180030823,"{""429"": 2}"
