concurrency,prompt_size,response_size,successful_requests,failed_requests,avg_latency,avg_ttft,throughput,total_execution_time,error_status_codes
6,4096,1024,6,0,2.5370391607284546,2.537070949872335,0.5990808795730994,13.353789567947388,{}
7,4096,1024,7,0,3.4921255111694336,3.4921508857182095,1.0529349863222826,15.195620059967041,{}
8,4096,1024,8,0,2.400985360145569,2.4010033011436462,1.1834153095460027,24.50534462928772,{}
9,4096,1024,9,0,2.3277326424916587,2.327753093507555,0.5097822286140733,27.462707042694092,{}
10,4096,1024,10,0,2.4163671016693113,2.4163883924484253,0.5504923775981504,27.24833369255066,{}
1,1024,1024,1,0,2.1755776405334473,2.1755974292755127,13.325921742479062,2.1762096881866455,{}
2,1024,1024,2,0,2.634915351867676,2.634933114051819,15.159078791706982,3.4302875995635986,{}
3,1024,1024,3,0,2.481510321299235,2.4815256595611572,10.689106674051414,5.706744432449341,{}
4,1024,1024,4,0,5.4063005447387695,5.40632826089859,19.01878628919673,13.881011962890625,{}
5,1024,1024,5,0,5.320221853256226,5.320260524749756,2.9622203284863704,28.357107400894165,{}
6,1024,1024,6,0,3.4980945587158203,3.4981412490208945,9.929234538249789,17.82614755630493,{}
7,1024,1024,7,0,3.6261731556483676,3.626201868057251,9.848655602225268,28.734886407852173,{}
8,1024,1024,8,0,4.486871749162674,4.486898750066757,15.631561093693394,28.212153434753418,{}
9,1024,1024,9,0,7.615013996760051,7.615036964416504,6.167374555461834,41.833035707473755,{}
10,1024,1024,10,0,3.722539281845093,3.7225703954696656,16.908976147469524,28.860410928726196,{}
1,64,64,1,0,1.6938011646270752,1.693953514099121,12.982872399354083,1.69454026222229,{}
2,64,64,2,0,3.1189533472061157,3.118973135948181,21.58320493023268,3.8455827236175537,{}
3,64,64,3,0,1.8047363758087158,1.804763396581014,8.309570897609554,5.656128406524658,{}
4,64,64,4,0,3.6471055150032043,3.6471384167671204,9.596189780167808,8.024018049240112,{}
